	(2S,3R)-2-amino-3-hydroxy-4-(4-nitrophenyl)butanoic acid	(2S,6R)-diamino-(5R,7)-dihydroxy-heptanoic acid	(4S)-5,5,5-trichloroleucine	(E)-4-methylhex-2-enoic acid	(S,E)-2-amino-4-decenoic acid	1-(1,1-dimethylallyl)-tryptophan	1-aminocyclopropane-1-carboxylic acid	1-pyrroline-5-carboxylic acid	10,14-dimethyloctadecanoic acid	2,3-diaminobutyric acid	2,3-diaminopropionic acid	2,3-dihydroxy-para-aminobenzoic acid	2,3-dihydroxybenzoic acid	2,3-dihydroxyhexadecanoic acid	2,4-diaminobutyric acid	2,4-dihydroxypentanoic acid	2-(1-methylcyclopropyl)-D-glycine	2-amino-3,5-dimethyl-4-hexenoic Acid	2-amino-3-hydroxycyclopent-2-enone	2-amino-6-hydroxy-4-methyl-8-oxodecanoic acid	2-aminoadipic acid	2-aminobutyric acid	2-aminoisobutyric acid	2-carboxy-6-hydroxyoctahydroindole	2-chlorobenzoic acid	2-ketoglutaric acid	2-ketoisocaproic acid	2-ketoisovaleric acid	2-methylserine	2-sulfamoylacetic acid	2R-hydroxy-3-methylpentanoic acid	2R-hydroxyisovaleric acid	2S,3S-diaminobutyric acid	2S-amino-8-oxodecanoic acid	2S-amino-9,10-epoxy-8-oxodecanoic acid	2S-aminodecanoic acid	2S-aminododecanoic acid	2S-aminooctanoic acid	2S-hydroxyisocaproic acid	2S-hydroxyisovaleric acid	2S-methyl-3-oxobutyrine	3,3-dihomophenylalanine	3,4-dehydrolysine	3,4-dihydroxybenzoic acid	3,5-dihydroxyphenylglycine	3-(2-nitrocyclopropylalanine)	3-(3-pyridyl)-alanine	3-amino-2,4-dihydroxybenzoic acid	3-amino-4-hydroxybenzoic acid	3-amino-6-hydroxy-2-piperidone	3-aminoisobutyric acid	3-hydroxy-4-methylproline	3-hydroxy-O-methyl-5-methyltyrosine	3-hydroxy-para-aminobenzoic acid	3-hydroxyasparagine	3-hydroxyaspartic acid	3-hydroxyglutamine	3-hydroxykynurenine	3-hydroxyleucine	3-hydroxypicolinic acid	3-hydroxyquinaldic acid	3-hydroxytyrosine	3-hydroxyvaline	3-methoxyanthranilic acid	3-methoxyaspartic acid	3-methylasparagine	3-nitrotyrosine	3R-hydroxy-2,4-diaminobutyric acid	3R-hydroxyasparagine	3R-hydroxyaspartic acid	3R-hydroxyglutamine	3R-hydroxyhomotyrosine	3R-methylbeta-alanine	3R-methylglutamic acid	3S-cyclohex-2-enylalanine	3S-hydroxy-4R-methyloctanoic acid	3S-hydroxy-4S-methylproline	3S-hydroxyasparagine	3S-hydroxyleucine	3S-methyl-D-aspartic acid branched	3S-methylaspartic acid	3S-methylaspartic acid branched	3S-methylleucine	3S-methylproline	4,5-dehydroarginine	4-acetamidopyrrole-2-carboxylic acid	4-amino-2-hydroxy-3-isopropoxybenzoic acid	4-aminobutyric acid	4-hydroxy-3-nitrobenzoic acid	4-hydroxy-D-kynurenine	4-hydroxybenzoic acid	4-hydroxyglutamine	4-hydroxyphenylglycine	4-hydroxyphenylpyruvic acid	4-methoxytryptophan	4-methylproline	4-nitrotryptophan	4R-E-butenyl-4R-methylthreonine	4R-hydroxyproline	4R-methylproline	4R-propylproline	4S,5-dihydroxy-2S-aminopentanoic acid	4S-acetyl-5S-methylproline	4S-hydroxylysine	4S-methylazetidine-2S-carboxylic acid	4S-methylproline	4S-propenylproline	5,5-dimethylpipecolic acid	5-aminolevulinic acid	5-chloroanthranilic acid	5-chlorotryptophan	5-methoxytyrosine	5-methylorsellinic acid	5S-methylproline	6,7-dichlorotryptophan	6-chloro-4-hydroxy-1-methyl-indole-3-carboxylic acid	6-chloro-4-hydroxyindole-3-carboxylic acid	6-chlorotryptophan	6-hydroxy-tetrahydro-isoquinoline-3-carboxylic acid	6-methylsalicylic acid	6S-methyl-pipecolic acid	An acid hydrazine polyene (intermediate 14)	D-alanine	D-aspartic acid branched	D-glutamic acid branched	D-isovaline	D-leucine	D-lysergic acid	D-phenyllactic acid	D-serine	N-formylglycine	N-hydroxyvaline	N-methylphenylalanine	N-methyltyrosine	N1-methoxytryptophan	N5-acetyl-N5-hydroxyornithine	N5-cis-anhydromevalonyl-N5-hydroxyornithine	N5-formyl-N5-hydroxyornithine	N5-hydroxyornithine	N5-trans-anhydromevalonyl-N5-hydroxyornithine	N6-hydroxylysine	O-dimethylallyl-L-tyrosine	O-methyltyrosine	R-3-hydroxy-3-methylproline	R-aza-beta-tyrosine	R-beta-hydroxyphenylalanine	R-beta-hydroxytyrosine	R-beta-methylphenylalanine	R-beta-methyltryptophan	R-beta-phenylalanine	R-beta-tyrosine	S-adenosylmethionine	S-beta-hydroxycyclohex-2S-enylalanine	S-beta-hydroxyenduracididine	acetic acid	alanine	alaninol	allo-isoleucine	allo-threonine	anthranilic acid	arginine	argininol	asparagine	aspartic acid	aspartic acid branched	azetidine-2-carboxylic acid	benzoic acid	benzoxazolinate	beta-alanine	beta-hydroxy-3-hydroxy-O-methyl-5-methyltyrosine	beta-hydroxy-gamma-methyl-hexadecanoic acid	beta-hydroxyphenylalanine	beta-hydroxytyrosine	beta-lysine	beta-methylphenylalanine	betaine	butyric acid	caffeic acid	capreomycidine	cinnamic acid	citrulline	colletorin D acid	coumaric acid	cysteic acid	cysteine	cysteine branched	dehydrophenylalanine	dehydrotryptophan	dehydrovaline	dihydrolysergic acid	dimethylsulfoniopropionic acid	enduracididine	fatty acid	fumaric acid	glutamic acid	glutamine	glycine	graminine	grifolic acid	guanidinoacetic acid	histidine	homoserine	homotyrosine	indole pyruvic acid	isoleucine	isovaline	kynurenine	lactic acid	leucine	leucinol	linoleic acid	lysine	malic acid	malonamate	meta-tyrosine	methionine	methylglutaconyl hydroxyornithine	nicotinic acid	norcoronamic acid	ochratoxin beta	ornithine	p-hydroxymandelate	para-aminobenzoic acid	phenylalanine	phenylalaninol	phenylglycine	phenyllactic acid	phenylpyruvic acid	pipecolic acid	piperazic acid	piperonylic acid	proline	pyrrole-2-carboxylic acid	pyruvic acid	quinoxaline-2-carboxylic acid	salicylic acid	serine	succinic semialdehyde	succinyl-hydrazinoacetic acid	threonine	trans-2-crotylglycine	trans-2-hexenoic acid	tricarballylic acid	tryptophan	tyrosine	ustethylinic acid	valine	valine isocyanide	valinol
(2S,3R)-2-amino-3-hydroxy-4-(4-nitrophenyl)butanoic acid	5.6203604	-0.92395604	0.28977892	1.3693098	1.6932703	0.82717603	0.64760727	-0.554661	0.89535666	-1.0815829	-1.1031216	-0.21275878	-0.39866543	-0.31315038	-1.605718	0.8319196	0.23667304	-0.055648018	-0.24446039	2.070013	0.056234155	-0.08631559	0.21292333	0.86785024	0.6521574	0.5293204	0.6632973	0.40663093	0.21695513	0.29488322	0.36414376	-0.5143182	-0.706982	2.6675048	1.9905802	-0.018951409	0.106398255	0.38665068	0.4042595	1.7433761	1.1739447	0.08778543	9.142935e-05	1.1631128	-1.0279353	-0.036954027	-0.32445085	0.7181307	-0.19862375	0.06754527	0.47733977	0.40057123	1.9437627	-0.86847645	-1.4049869	-1.9152821	-0.6071094	1.3116155	-0.07410402	0.8450944	1.093145	-0.55437434	-2.267752	0.06317239	0.23673514	-0.58786076	-0.16373944	-1.1484609	-1.3209174	-1.0785288	-1.2142918	0.15594433	-0.9198225	0.5084876	0.62494767	1.0427061	-0.2071625	-1.2112921	-0.84236205	-1.2655876	-0.20502655	-0.3396621	0.024040738	1.8875694	-0.35783732	0.5975612	-0.14648214	0.26050413	0.583474	1.4980065	0.50335455	0.5912661	-1.2236423	-0.54236084	1.2578814	-0.48640963	-0.020265397	0.10933028	0.49854553	-0.35068977	0.8959083	-0.67099017	0.16446267	0.22223705	0.38475934	-0.3772331	-0.36831433	-0.09070401	0.54680187	1.1389035	-0.36058217	-0.28552908	0.64186263	-1.07956	0.45290023	-0.0104674045	0.14964728	0.901445	-0.37102878	0.35793197	1.238993	1.1212009	-0.31277505	-0.119210444	-0.01894825	1.9134982	-0.3328511	0.662906	-0.5939624	-0.68538654	-1.2048403	0.931178	0.51544917	0.28768998	-0.0023109175	-0.2771506	0.94388163	0.21787678	0.58925223	1.2484406	-1.2829075	2.3758035	-0.0019930182	0.8403514	0.34145287	-0.86675125	-0.2907204	-0.15095165	0.782403	-0.32269064	-0.8167408	-0.20975642	0.96287364	-1.345992	1.3436847	0.3628361	2.2046437	0.47672155	1.2712743	-0.030174652	-0.11402301	-0.1413874	-1.9288037	-1.0376891	0.9986059	-1.4401318	0.6973309	1.3379859	-0.40077844	-1.1883736	1.0962907	-1.8066766	-0.77669525	-0.06940531	0.22740473	-0.60374236	0.5602698	0.9198348	0.7707949	0.5926671	0.16107573	0.1901866	0.63406837	-0.7025624	-2.0604796	-2.0680501	-0.15529399	-0.46732482	0.20739152	0.011521351	-0.27325818	-0.00062157155	2.107774	1.0952518	-1.5736618	-0.2863664	-1.6395067	-1.8173347	0.26243347	-0.06125153	-1.2286621	-0.7749926	-0.35565206	0.4190826	0.43508616	0.89820945	0.23373003	0.21330759	-0.66566527	0.36227173	1.3047712	-1.140957	-0.0365205	0.22036947	0.10487958	1.2310824	-0.22447562	0.43690345	-0.6758455	0.1513512	-0.271744	0.4620212	0.10041577	0.2729431	0.4024056	0.06560095	0.23148753	-0.61154795	0.19859181	-0.33657977	0.48612547	-0.63012284	0.8942793	0.108271345	1.3609287	0.21443513	-0.50003135	2.358625	-1.3614271	0.70124406	0.24502777	-0.27353442	0.5646377	0.05784557	0.34880924	0.5989055	-0.37211016	-0.552674	0.5783638
(2S,6R)-diamino-(5R,7)-dihydroxy-heptanoic acid	-0.92395604	4.9566956	-0.16954151	-0.8348471	-0.24149053	0.90353405	0.095434606	1.3225155	-0.3755431	-1.1482035	-0.6137125	0.2389676	-2.5881448	1.2774347	-1.1324025	-0.22645992	-0.14240247	-0.124161705	-0.84403014	-0.25898212	-0.3891433	0.16232157	0.2702411	-1.4109077	-0.06395561	-0.13171118	0.3252132	0.24048162	-1.0290511	-0.24459465	-0.35930416	0.101486824	-1.1733646	3.281518	-0.34818745	0.88420826	1.1218174	1.6329787	-0.07361181	-0.5099394	0.6153369	1.1551327	0.1808824	0.3648976	0.0069625615	2.5827007	-0.23631717	-0.008233193	1.289788	1.8692442	-0.34035927	0.096759714	-0.8151816	4.898042	0.09384491	0.37502134	-0.17883565	0.57094616	-0.14232467	0.31489766	-0.39473078	-1.0109998	-1.1777365	-1.2279118	0.9082602	0.23121314	0.5404291	0.20575015	-0.7731795	1.1116436	0.097201236	-0.29315618	-1.1342183	0.66490716	0.17220947	-0.596644	-0.27285504	-0.23547705	0.3703327	-0.025981052	0.6453088	-1.7305645	-0.7286273	-0.21158242	-0.13711312	-0.6815648	4.9566946	0.028111128	-0.0074634016	0.9309163	0.022321295	1.3029306	-0.40750635	0.8132179	-0.1312651	0.2395894	-0.98813957	-1.1488857	0.7054335	-0.82718736	1.750928	-0.46595767	-0.32642773	0.6669418	0.8335467	-0.21924585	-0.69518846	-0.6192703	-1.0451918	-0.21488434	1.1425205	-0.8674888	-0.6108605	-1.3171984	-0.45640162	0.06476184	-1.0444422	-0.36857048	-0.27700204	0.1310775	-0.55577356	1.9149547	-0.016551157	0.034437444	-0.686959	-0.7494316	-0.09600092	2.460977	-0.96402586	1.3511734	0.023247544	-1.9927202	0.41776428	0.94375736	-0.80011445	1.189497	-1.387478	-0.55641985	-0.90907216	0.07435893	-0.5527666	-0.28943202	-0.19175589	-0.42609984	1.9695458	-0.4069028	1.088677	0.38221958	-0.3405161	0.49103388	-0.4957293	-1.0659263	0.06182867	-0.19873549	1.2554661	-0.083779074	-1.7067035	-0.005814496	-1.2748154	0.41260758	1.1362072	0.7128743	-0.14899246	0.14061666	0.14922339	-2.119476	1.5603374	-0.47470704	-0.41447836	-1.0879757	-0.95553166	-1.4595382	-0.111828454	-0.34717682	0.016639734	-1.2242304	-1.1493126	-0.08383533	2.059982	-0.32062864	0.22827686	-0.4703141	-0.25076663	2.1159506	-1.0514824	-0.422809	-0.79982346	0.09424239	-0.44858426	-0.35525456	0.7188619	-0.114119746	-0.16904427	-0.09528445	-0.23077673	0.053062975	-1.0793705	-0.46109235	-0.281952	1.0962777	-0.48936403	0.059850164	0.6213636	-0.38908648	-0.63143957	0.13820218	0.1982092	-0.73899716	-0.30906564	-0.22209065	0.3305644	0.30518335	-0.06553255	0.18889727	0.1418577	3.677073	-0.110138126	-2.591383	-0.66410714	-0.5252727	-0.007324393	-0.9396492	-0.8667496	-0.15120463	1.1674713	-0.01419039	0.1977426	-0.4013037	-0.061292022	-1.6841545	-0.19129455	-0.501831	-0.32207608	0.34366983	-0.2755608	-1.2514049	-1.8490983	-0.081642196	0.24988832	-1.7667499	-0.18413883	0.036543828	0.7625131	0.48726946	-0.4871332	-0.32387453	-0.4602304	3.4287462	0.38644442
(4S)-5,5,5-trichloroleucine	0.28977892	-0.16954151	5.0489893	2.649332	0.988025	0.053036634	1.3812478	0.80080074	3.068573	-1.3848352	-1.9969884	1.3409852	-1.3714207	2.3810735	-1.2093954	2.1777647	-0.18896933	1.7913789	2.3828738	1.7491676	1.0944834	0.24076004	1.0536135	2.8778112	1.8215258	2.6444414	3.312556	3.9663866	-0.15866564	2.7343485	2.3970115	2.0806098	-1.11766	1.8315057	1.9117706	1.1469774	2.1272392	0.98330593	3.6217797	1.8530872	0.7306407	0.90236926	-0.034428913	1.4840442	-0.7225987	0.31523457	-0.3418229	2.0431755	5.0489883	-0.28934443	0.20801	0.73503447	0.80379623	1.3917603	0.9148617	0.65196776	0.6000213	0.9982759	1.0733018	0.7274523	1.0199407	-0.568788	-0.92210454	1.176669	0.88090444	0.044864297	0.053662516	0.57938504	0.21024323	0.16969404	0.19936217	0.25590742	1.6096249	1.8364141	0.24705757	2.8329687	1.0472829	0.31969377	-0.15924636	0.15815845	0.7357536	0.8429873	-0.2958639	0.7333764	1.3688902	2.5803921	2.106919	1.53995	2.6905856	2.4992301	2.7681992	2.0273023	-0.23371963	2.409361	0.38109276	0.0048753195	1.5975509	-0.54835385	0.9699634	0.49218607	0.67773753	2.5994823	2.0162413	0.33119652	1.8452126	0.25845358	1.7048227	1.7479045	2.4586163	2.2862148	-0.5908707	-0.12296384	2.9493606	-1.0310265	1.7741807	0.50130606	0.98677146	0.5173057	-0.2791744	1.3026198	1.5616927	2.7640822	0.42053774	1.1422968	0.91559297	0.984244	0.17705339	0.85576016	0.69253445	2.0808027	-0.63209015	0.35948426	1.170951	0.66831565	0.020496119	-0.49341503	0.29940906	-1.3934306	-1.794381	-0.0465861	-1.2827859	0.77337927	0.36095744	1.8823854	1.3489012	-0.41488343	0.5703479	0.8498463	0.66266054	0.7574556	0.40828574	1.5533777	0.25901398	0.41232145	2.3612552	-0.2563031	-1.0201294	-0.26104033	-0.75705993	1.4465714	-0.40496248	0.955731	-0.31584653	0.6406442	3.1243687	-1.662395	1.7339101	0.7105856	1.250048	0.4027153	2.8914814	-1.4718318	-0.5178789	0.0525608	0.9694371	-0.004157471	2.1474323	1.6902059	1.3175122	3.012546	-1.0182713	1.6881317	2.066046	0.66029155	-1.2381268	-1.3746942	1.2891483	0.74705315	0.6732878	0.3369476	1.2302887	-0.6539928	2.3397217	1.590605	-0.61590314	-0.6864876	-1.247512	-0.85687685	1.6900609	0.4638329	-0.40960962	-0.10939463	0.05429546	1.6284791	-0.62975645	1.188789	0.32596183	1.8760384	-0.7745612	1.588013	2.192273	-0.2097559	3.9053836	0.59061176	0.5739658	0.16054021	0.14341456	-0.438353	0.30131814	2.117891	-1.2855532	1.2817919	2.0095978	-0.47402897	1.0530145	0.31849074	1.9069862	2.327943	0.4897716	1.6142547	2.6476994	-0.32372162	2.727652	3.5554957	0.798502	0.2623989	-2.0916283	2.654589	1.654176	-1.5735123	-0.61651033	1.6632855	1.8330135	0.16310549	-0.47993207	2.4966664	-0.4288828	1.5290736	1.43064
(E)-4-methylhex-2-enoic acid	1.3693098	-0.8348471	2.649332	3.6285458	0.8665999	0.44702423	1.4242057	0.7760636	2.8327193	-0.2655211	-0.49356478	1.8823566	-1.6175263	0.28694707	-1.2232674	1.6877042	0.3970412	2.0236342	1.241683	0.94174945	1.1845653	0.18963757	0.9015425	3.13099	1.5259418	3.0892856	1.325102	0.63764155	0.0759495	1.7314836	1.4916723	0.94950664	0.36887902	0.449121	0.4646824	0.5401073	1.22043	0.45598185	1.3400096	1.9640187	1.9789361	0.43898427	0.77350295	0.80033374	-0.7633418	0.47292677	0.5544671	2.0798137	1.1556236	-0.42196125	0.13082965	1.4186138	0.60015726	1.7219107	-0.22587672	0.6785655	0.6295532	0.4374094	1.1386847	0.97259724	1.0675468	-0.34851053	-1.2262952	2.253909	0.8650352	0.43952918	-0.4072052	1.0336316	0.4569424	0.54038185	-0.17559211	0.70911336	1.0006276	0.17595866	0.88333076	2.5485473	1.2658855	0.36977664	0.5920676	1.2939191	-0.0006937406	1.4013903	0.3063564	0.37729475	-0.1993553	2.705671	2.2018654	1.6879696	2.385689	2.3184478	2.3713303	2.233978	-0.1969186	1.3143377	1.5615493	1.1054798	2.1890736	-1.1871835	1.3885828	-0.21653041	0.57242846	1.0856107	1.9870937	0.8339321	0.6090347	0.23509906	0.61199963	1.831661	2.2629418	0.834428	-0.17372762	0.5910777	2.6784425	1.4858404	2.578398	0.6201014	0.48648405	0.1995694	0.15511353	0.9514182	0.890718	2.331064	-0.08683438	1.4153304	1.1394879	1.2204549	-0.74102813	0.76332873	0.7995608	0.36134812	-0.381228	0.8928759	1.5602795	1.4055197	1.381608	-0.30873054	1.5238159	-1.9963504	-1.1330862	0.7109208	-0.9708946	0.69251925	0.36670533	2.4215124	2.3184536	-0.91077584	-0.7598574	0.9651737	1.9464461	0.9705564	2.775624	1.4547921	0.29319972	1.0751635	0.68079054	-0.11304235	0.689782	-0.5340612	0.20702213	0.43087366	-0.3062407	0.1010627	-1.0728158	0.37786916	3.3526158	2.007392	1.6236778	1.4426143	0.6363724	0.05310808	3.0816517	0.26851264	-0.4873714	1.7867495	0.5104978	3.416846	0.022009168	2.1860325	-0.09174257	1.3053155	0.053098924	1.5398649	1.9516509	-0.23011155	-1.1586637	-0.6735449	-0.04568733	0.23565648	-0.17470834	2.2862854	2.7954514	0.5389497	1.3970958	1.981545	-0.6803024	-0.49489897	-1.1480322	-1.307967	1.6469425	0.6254651	-0.58380353	-0.31604627	0.11611367	1.1636636	-0.7313824	0.4999216	0.55196214	1.2821214	-0.77437836	1.5114211	2.5525265	0.3672254	1.1693687	2.1411579	0.4035714	0.30925533	1.2544973	-0.9523033	0.79976076	1.9148331	-0.30272168	0.58086234	2.4468174	-0.21304788	1.4895732	1.3889941	1.3122903	0.99376494	0.6636656	1.2489804	3.0940526	-0.41390693	2.469229	1.5731294	1.1749896	-0.13483845	-1.26539	3.0593975	1.1762909	0.05535963	-0.4494294	3.6285448	1.3960822	0.3347381	-0.67778224	2.4818244	-0.7949066	2.0535607	0.3251375
(S,E)-2-amino-4-decenoic acid	1.6932703	-0.24149053	0.988025	0.8665999	5.606315	-0.65635055	0.14500424	-0.26579377	0.8988067	2.223721	2.2913482	0.63996017	-0.09205555	3.0392199	-0.474432	1.1935098	0.77817297	-0.39803672	0.35050127	1.0456216	0.34921885	0.28263327	0.072848745	0.12716563	0.38498107	1.0307069	1.0088062	1.0237051	-0.5771214	1.555371	1.1556542	0.17061655	2.4708571	0.58595127	0.34637976	0.8887009	1.1824821	1.4742198	0.6040736	1.3680317	0.76011187	0.8218429	-0.41892672	2.1554735	-0.08385368	0.22409563	0.21756466	1.6889894	1.0266306	0.14676005	0.29009596	0.8642358	1.7007139	0.2914804	-0.53128815	-1.0443908	-1.204724	1.2993345	0.31229827	1.0865984	1.369154	0.54869175	-0.7349145	-0.3446511	0.68490326	-0.45962542	-0.4306986	0.6752474	0.13468859	-1.1307817	-0.9883403	-0.08780489	-0.66934204	-0.057035066	1.8119032	1.2800604	1.3370703	-0.5726188	0.6867201	0.8542091	-0.66873735	-0.8223028	-0.7066188	0.577241	-0.810719	1.0640074	0.6794362	0.72749734	1.9278445	0.7866415	1.4381762	0.49359286	-0.10874645	1.3463558	0.11154119	-0.42698747	0.012186122	-1.418891	0.64386415	-0.057734303	1.4920698	0.63217735	-0.098192014	-0.64047676	0.3157409	0.44870147	0.27229205	0.107462384	2.1070735	1.4229993	1.4905564	0.3097242	0.96007735	0.9351575	0.6180873	-0.13201362	-0.060817666	0.19266692	0.41599816	1.010683	0.43263987	1.1330544	0.3974768	1.3733076	0.1481661	0.68294686	-0.22847873	0.617321	-0.55806065	2.245406	1.1823457	-0.3810349	0.8425514	0.72328496	-0.8561371	-0.15964217	0.053401385	-1.0498693	-0.038685054	1.1028656	-1.0901643	1.1177483	0.40086684	0.96446633	0.5110759	0.5796151	-0.25320694	0.51372576	0.008810929	0.3003135	0.33957833	0.70958525	1.7414361	-1.086808	1.2538698	-0.36194965	-0.06246243	0.22579315	-0.5327223	0.3913058	-0.38346574	0.06396956	-0.8341547	-0.687413	0.32368153	0.16818283	0.8273197	0.2565339	0.2589368	-0.4243722	1.4001502	-0.6687877	-0.1246359	0.5361838	-0.07827294	0.38627818	1.2224071	1.1122717	-0.0014067646	1.3005432	-0.7373371	1.1581763	1.3577657	0.29153606	-0.8662444	-0.7895031	0.7964435	0.20380774	-0.27525896	0.53419805	0.67270684	-0.19171466	1.4494313	0.93325025	-0.65660137	-0.9224519	-0.5488213	-0.25519928	1.3566034	0.5679931	-0.5662077	-0.11071716	-0.33645752	1.6002527	-0.17458342	0.5023761	0.8519424	1.1866419	0.39670694	0.8430853	1.2938223	-1.0428941	1.4737747	2.168829	-0.054557245	0.6720255	0.3871592	1.2944205	0.1659059	0.73972815	-1.2670175	0.122394636	0.33118075	0.3651591	0.7750973	0.34695256	0.2217145	1.0514787	1.1925315	-0.48819083	1.0511348	0.21675119	1.5016521	1.6281776	0.67928416	0.7764091	-1.275709	1.029181	1.5557084	-0.8034945	0.52518374	0.7896351	1.4525363	0.9471681	0.20147668	1.0769826	-0.09268411	0.7828026	0.9872352
1-(1,1-dimethylallyl)-tryptophan	0.82717603	0.90353405	0.053036634	0.44702423	-0.65635055	7.4317384	-0.009753551	-0.48994964	0.4786586	0.96934634	-0.6241023	0.10813109	-2.290275	0.40704527	0.3295212	0.59363455	0.6827148	0.6462036	1.1210862	-0.56383914	0.28282562	1.2624626	-0.09795428	-1.2067289	0.07611577	-0.26210347	0.980457	0.16989835	-0.4514599	0.28481096	0.08002943	-0.2266291	0.9346736	1.6562226	1.9241947	0.46071717	-1.1729636	-0.12314611	0.45955396	0.07442058	0.5443663	-0.2649982	-0.27017426	0.3847517	-0.010995958	-0.1314714	-0.073792174	0.43413672	0.7752445	-0.036123313	1.3420436	-0.3983947	-1.0988721	0.29401535	-1.2559396	-1.5588592	-0.9919461	3.379502	-0.11420226	-0.7446683	0.22544508	-0.86702055	-1.9139643	0.32675895	-1.1894559	1.1504468	-0.32634628	0.16696699	-0.2550422	-0.65241015	-0.45503274	0.543998	0.99759454	0.37022138	-0.27822286	0.6919469	-0.123479806	-1.3433957	0.0647462	0.14497073	0.37174502	-0.9493389	0.031174432	0.48856714	-1.282576	1.4100846	0.23980111	0.062221255	1.1953007	1.2812322	0.295021	0.97974133	-0.8448949	0.35092747	0.1151725	-0.25205836	0.46878383	-0.57693416	0.016223673	-0.7872277	-0.47842947	-0.1378522	-0.14586017	1.2904255	-0.5156569	-0.49242336	-0.20719278	0.4350043	0.87334716	-0.10127439	-0.1175373	-0.5252033	0.2736687	-1.1670358	0.53143597	-0.1984157	0.10443628	0.35405216	-1.048488	2.3620744	1.587951	0.088166215	-0.12690154	-0.09213196	0.19707945	-0.016966471	-1.2707093	1.5417243	0.14341621	1.2057205	-1.5333343	-0.53853387	-0.5481386	0.19993764	-1.3636606	-0.13591412	-0.576271	-0.5467824	-0.7906715	-0.4942113	0.18668249	0.8889421	1.8460598	1.1762978	-0.14074527	-0.5494177	0.22570042	1.8659652	1.9938678	1.1540451	-0.18397254	0.24145554	-0.1890957	0.8931586	0.3399638	-0.3630155	-0.95849365	-0.24792418	-1.4367988	-0.40149516	1.509405	0.7378634	-1.3741986	-1.2124195	-0.9532283	-1.6774698	0.8461571	2.8012528	0.4351241	-1.0081724	0.16885868	-1.1090533	-0.75651956	0.18653016	0.28477323	1.4115672	-0.5024455	0.9653534	-0.6844881	0.23829931	1.4731617	0.38791007	0.8820027	-0.7280198	-0.7668607	-0.36808962	0.20636085	-0.08714856	0.9935052	1.1701114	0.56145924	1.2307961	-0.30670252	-0.28583318	-1.1724012	-0.6840202	-1.8842132	-0.7567615	0.49107423	1.3499734	-1.34755	-0.1755605	0.5629584	0.5606137	-0.38820705	-0.1896095	-0.21657445	-0.13802415	-0.19077449	0.8538575	0.7346949	2.2497118	0.9169876	-0.287439	-0.38430065	-0.51441175	-0.5276047	-2.0368922	-0.007789893	0.93563217	-0.3892266	1.3239528	0.024274746	-0.5063746	1.1306998	-0.1570068	1.2671024	-0.82197577	-0.48274544	-0.39062968	0.48205647	-0.83523566	-0.29898083	-0.028839612	0.2713347	-1.7021347	-1.3400023	-0.734443	0.576949	-1.8685242	-0.0311603	0.5141989	3.1840827	0.6771551	-0.13635075	0.48823476	-0.8866123	0.07368951	0.6359141
